,Country,Year,tuberculosis_incidence
0,Afghanistan,2018,70000
1,Afghanistan,2017,69000
2,Afghanistan,2016,67000
3,Afghanistan,2015,65000
4,Afghanistan,2014,63000
5,Afghanistan,2013,61000
6,Afghanistan,2012,59000
7,Afghanistan,2011,57000
8,Afghanistan,2010,55000
9,Afghanistan,2009,54000
10,Afghanistan,2008,52000
11,Afghanistan,2007,51000
12,Afghanistan,2006,50000
13,Afghanistan,2005,48000
14,Afghanistan,2004,47000
15,Afghanistan,2003,45000
16,Afghanistan,2002,43000
17,Afghanistan,2001,41000
18,Afghanistan,2000,39000
19,Albania,2018,510
20,Albania,2017,580
21,Albania,2016,480
22,Albania,2015,480
23,Albania,2014,470
24,Albania,2013,550
25,Albania,2012,470
26,Albania,2011,490
27,Albania,2010,500
28,Albania,2009,510
29,Albania,2008,490
30,Albania,2007,500
31,Albania,2006,540
32,Albania,2005,580
33,Albania,2004,630
34,Albania,2003,640
35,Albania,2002,680
36,Albania,2001,640
37,Albania,2000,690
38,Algeria,2018,29000
39,Algeria,2017,29000
40,Algeria,2016,29000
41,Algeria,2015,30000
42,Algeria,2014,28000
43,Algeria,2013,26000
44,Algeria,2012,27000
45,Algeria,2011,27000
46,Algeria,2010,28000
47,Algeria,2009,27000
48,Algeria,2008,26000
49,Algeria,2007,27000
50,Algeria,2006,26000
51,Algeria,2005,27000
52,Algeria,2004,25000
53,Algeria,2003,25000
54,Algeria,2002,24000
55,Algeria,2001,23000
56,Algeria,2000,23000
57,Andorra,2018,2
58,Andorra,2017,1
59,Andorra,2016,5
60,Andorra,2015,5
61,Andorra,2014,7
62,Andorra,2013,6
63,Andorra,2012,10
64,Andorra,2011,3
65,Andorra,2010,8
66,Andorra,2009,9
67,Andorra,2008,5
68,Andorra,2007,6
69,Andorra,2006,14
70,Andorra,2005,12
71,Andorra,2004,8
72,Andorra,2003,13
73,Andorra,2002,6
74,Andorra,2001,12
75,Andorra,2000,14
76,Angola,2018,109000
77,Angola,2017,107000
78,Angola,2016,105000
79,Angola,2015,102000
80,Angola,2014,100000
81,Angola,2013,98000
82,Angola,2012,95000
83,Angola,2011,93000
84,Angola,2010,90000
85,Angola,2009,87000
86,Angola,2008,83000
87,Angola,2007,79000
88,Angola,2006,76000
89,Angola,2005,72000
90,Angola,2004,66000
91,Angola,2003,61000
92,Angola,2002,56000
93,Angola,2001,52000
94,Angola,2000,49000
95,Antigua,2018,6
96,Antigua,2017,1
97,Antigua,2016,3
98,Antigua,2015,5
99,Antigua,2014,3
100,Antigua,2013,12
101,Antigua,2012,3
102,Antigua,2011,7
103,Antigua,2010,8
104,Antigua,2009,3
105,Antigua,2008,1
106,Antigua,2007,2
107,Antigua,2006,5
108,Antigua,2005,7
109,Antigua,2004,5
110,Antigua,2003,1
111,Antigua,2002,5
112,Antigua,2001,1
113,Antigua,2000,5
114,Argentina,2018,12000
115,Argentina,2017,12000
116,Argentina,2016,12000
117,Argentina,2015,11000
118,Argentina,2014,11000
119,Argentina,2013,10000
120,Argentina,2012,10000
121,Argentina,2011,11000
122,Argentina,2010,8400
123,Argentina,2009,8900
124,Argentina,2008,11000
125,Argentina,2007,12000
126,Argentina,2006,11000
127,Argentina,2005,12000
128,Argentina,2004,13000
129,Argentina,2003,12000
130,Argentina,2002,13000
131,Argentina,2001,13000
132,Argentina,2000,14000
133,Armenia,2018,920
134,Armenia,2017,1100
135,Armenia,2016,1300
136,Armenia,2015,1500
137,Armenia,2014,1700
138,Armenia,2013,1700
139,Armenia,2012,1500
140,Armenia,2011,1600
141,Armenia,2010,1800
142,Armenia,2009,2000
143,Armenia,2008,2100
144,Armenia,2007,2100
145,Armenia,2006,2200
146,Armenia,2005,2800
147,Armenia,2004,2100
148,Armenia,2003,1900
149,Armenia,2002,1800
150,Armenia,2001,1700
151,Armenia,2000,1700
152,Australia,2018,1700
153,Australia,2017,1600
154,Australia,2016,1600
155,Australia,2015,1400
156,Australia,2014,1500
157,Australia,2013,1400
158,Australia,2012,1500
159,Australia,2011,1400
160,Australia,2010,1400
161,Australia,2009,1500
162,Australia,2008,1400
163,Australia,2007,1300
164,Australia,2006,1300
165,Australia,2005,1200
166,Australia,2004,1200
167,Australia,2003,1100
168,Australia,2002,1200
169,Australia,2001,1100
170,Australia,2000,1200
171,Austria,2018,630
172,Austria,2017,650
173,Austria,2016,710
174,Austria,2015,650
175,Austria,2014,650
176,Austria,2013,720
177,Austria,2012,710
178,Austria,2011,770
179,Austria,2010,760
180,Austria,2009,760
181,Austria,2008,870
182,Austria,2007,930
183,Austria,2006,980
184,Austria,2005,1100
185,Austria,2004,1000
186,Austria,2003,1100
187,Austria,2002,1200
188,Austria,2001,1200
189,Austria,2000,1400
190,Azerbaijan,2018,6300
191,Azerbaijan,2017,6500
192,Azerbaijan,2016,6400
193,Azerbaijan,2015,6800
194,Azerbaijan,2014,7200
195,Azerbaijan,2013,7300
196,Azerbaijan,2012,8000
197,Azerbaijan,2011,11000
198,Azerbaijan,2010,9400
199,Azerbaijan,2009,12000
200,Azerbaijan,2008,9500
201,Azerbaijan,2007,6900
202,Azerbaijan,2006,7100
203,Azerbaijan,2005,7500
204,Azerbaijan,2004,6800
205,Azerbaijan,2003,4800
206,Azerbaijan,2002,6400
207,Azerbaijan,2001,6100
208,Azerbaijan,2000,6500
209,Bahamas,2018,54
210,Bahamas,2017,59
211,Bahamas,2016,100
212,Bahamas,2015,71
213,Bahamas,2014,58
214,Bahamas,2013,38
215,Bahamas,2012,37
216,Bahamas,2011,47
217,Bahamas,2010,36
218,Bahamas,2009,52
219,Bahamas,2008,56
220,Bahamas,2007,53
221,Bahamas,2006,69
222,Bahamas,2005,55
223,Bahamas,2004,61
224,Bahamas,2003,44
225,Bahamas,2002,51
226,Bahamas,2001,72
227,Bahamas,2000,94
228,Bahrain,2018,180
229,Bahrain,2017,170
230,Bahrain,2016,180
231,Bahrain,2015,200
232,Bahrain,2014,220
233,Bahrain,2013,240
234,Bahrain,2012,260
235,Bahrain,2011,260
236,Bahrain,2010,280
237,Bahrain,2009,370
238,Bahrain,2008,350
239,Bahrain,2007,340
240,Bahrain,2006,320
241,Bahrain,2005,320
242,Bahrain,2004,280
243,Bahrain,2003,300
244,Bahrain,2002,220
245,Bahrain,2001,220
246,Bahrain,2000,240
247,Bangladesh,2018,357000
248,Bangladesh,2017,353000
249,Bangladesh,2016,349000
250,Bangladesh,2015,346000
251,Bangladesh,2014,342000
252,Bangladesh,2013,338000
253,Bangladesh,2012,334000
254,Bangladesh,2011,330000
255,Bangladesh,2010,326000
256,Bangladesh,2009,323000
257,Bangladesh,2008,319000
258,Bangladesh,2007,316000
259,Bangladesh,2006,312000
260,Bangladesh,2005,308000
261,Bangladesh,2004,303000
262,Bangladesh,2003,298000
263,Bangladesh,2002,293000
264,Bangladesh,2001,288000
265,Bangladesh,2000,282000
266,Barbados,2018,1
267,Barbados,2017,0
268,Barbados,2016,3
269,Barbados,2015,0
270,Barbados,2014,6
271,Barbados,2013,5
272,Barbados,2012,5
273,Barbados,2011,0
274,Barbados,2010,7
275,Barbados,2009,2
276,Barbados,2008,3
277,Barbados,2007,18
278,Barbados,2006,6
279,Barbados,2005,11
280,Barbados,2004,22
281,Barbados,2003,10
282,Barbados,2002,6
283,Barbados,2001,7
284,Barbados,2000,3
285,Belarus,2018,2900
286,Belarus,2017,3500
287,Belarus,2016,4000
288,Belarus,2015,4700
289,Belarus,2014,4800
290,Belarus,2013,5600
291,Belarus,2012,6000
292,Belarus,2011,5900
293,Belarus,2010,6400
294,Belarus,2009,6600
295,Belarus,2008,6400
296,Belarus,2007,6700
297,Belarus,2006,6400
298,Belarus,2005,6600
299,Belarus,2004,6800
300,Belarus,2003,7500
301,Belarus,2002,6400
302,Belarus,2001,6900
303,Belarus,2000,8500
304,Belgium,2018,1000
305,Belgium,2017,1100
306,Belgium,2016,1100
307,Belgium,2015,1100
308,Belgium,2014,1000
309,Belgium,2013,1000
310,Belgium,2012,1000
311,Belgium,2011,1100
312,Belgium,2010,1200
313,Belgium,2009,1100
314,Belgium,2008,1100
315,Belgium,2007,1100
316,Belgium,2006,1200
317,Belgium,2005,1200
318,Belgium,2004,1300
319,Belgium,2003,1200
320,Belgium,2002,1400
321,Belgium,2001,1500
322,Belgium,2000,1500
323,Belize,2018,110
324,Belize,2017,130
325,Belize,2016,140
326,Belize,2015,90
327,Belize,2014,83
328,Belize,2013,140
329,Belize,2012,97
330,Belize,2011,85
331,Belize,2010,170
332,Belize,2009,100
333,Belize,2008,100
334,Belize,2007,72
335,Belize,2006,98
336,Belize,2005,120
337,Belize,2004,95
338,Belize,2003,110
339,Belize,2002,160
340,Belize,2001,160
341,Belize,2000,120
342,Benin,2018,6500
343,Benin,2017,6400
344,Benin,2016,6400
345,Benin,2015,6400
346,Benin,2014,6300
347,Benin,2013,6400
348,Benin,2012,6400
349,Benin,2011,6400
350,Benin,2010,6300
351,Benin,2009,6200
352,Benin,2008,6000
353,Benin,2007,5800
354,Benin,2006,5900
355,Benin,2005,5800
356,Benin,2004,5800
357,Benin,2003,5800
358,Benin,2002,5900
359,Benin,2001,5900
360,Benin,2000,5900
361,Bhutan,2018,1100
362,Bhutan,2017,1100
363,Bhutan,2016,1400
364,Bhutan,2015,1200
365,Bhutan,2014,1300
366,Bhutan,2013,1400
367,Bhutan,2012,1400
368,Bhutan,2011,1500
369,Bhutan,2010,1600
370,Bhutan,2009,1400
371,Bhutan,2008,1200
372,Bhutan,2007,1200
373,Bhutan,2006,1100
374,Bhutan,2005,1300
375,Bhutan,2004,1200
376,Bhutan,2003,1300
377,Bhutan,2002,1400
378,Bhutan,2001,1300
379,Bhutan,2000,1400
380,Bolivia,2018,12000
381,Bolivia,2017,12000
382,Bolivia,2016,13000
383,Bolivia,2015,13000
384,Bolivia,2014,13000
385,Bolivia,2013,13000
386,Bolivia,2012,13000
387,Bolivia,2011,13000
388,Bolivia,2010,14000
389,Bolivia,2009,14000
390,Bolivia,2008,14000
391,Bolivia,2007,14000
392,Bolivia,2006,14000
393,Bolivia,2005,15000
394,Bolivia,2004,15000
395,Bolivia,2003,15000
396,Bolivia,2002,15000
397,Bolivia,2001,15000
398,Bolivia,2000,16000
399,Bosnia,2018,830
400,Bosnia,2017,960
401,Bosnia,2016,1100
402,Bosnia,2015,1400
403,Bosnia,2014,1500
404,Bosnia,2013,1600
405,Bosnia,2012,1800
406,Bosnia,2011,1700
407,Bosnia,2010,1700
408,Bosnia,2009,2200
409,Bosnia,2008,2100
410,Bosnia,2007,3000
411,Bosnia,2006,2200
412,Bosnia,2005,2600
413,Bosnia,2004,2900
414,Bosnia,2003,2200
415,Bosnia,2002,2100
416,Bosnia,2001,3100
417,Bosnia,2000,3100
418,Botswana,2018,6200
419,Botswana,2017,6600
420,Botswana,2016,7100
421,Botswana,2015,7500
422,Botswana,2014,8000
423,Botswana,2013,8500
424,Botswana,2012,9100
425,Botswana,2011,9700
426,Botswana,2010,10000
427,Botswana,2009,11000
428,Botswana,2008,11000
429,Botswana,2007,12000
430,Botswana,2006,13000
431,Botswana,2005,13000
432,Botswana,2004,14000
433,Botswana,2003,14000
434,Botswana,2002,15000
435,Botswana,2001,15000
436,Botswana,2000,15000
437,Brazil,2018,95000
438,Brazil,2017,91000
439,Brazil,2016,88000
440,Brazil,2015,87000
441,Brazil,2014,87000
442,Brazil,2013,89000
443,Brazil,2012,88000
444,Brazil,2011,88000
445,Brazil,2010,86000
446,Brazil,2009,88000
447,Brazil,2008,89000
448,Brazil,2007,87000
449,Brazil,2006,87000
450,Brazil,2005,93000
451,Brazil,2004,100000
452,Brazil,2003,97000
453,Brazil,2002,94000
454,Brazil,2001,86000
455,Brazil,2000,90000
456,Brunei,2018,290
457,Brunei,2017,270
458,Brunei,2016,280
459,Brunei,2015,240
460,Brunei,2014,230
461,Brunei,2013,240
462,Brunei,2012,280
463,Brunei,2011,260
464,Brunei,2010,270
465,Brunei,2009,240
466,Brunei,2008,260
467,Brunei,2007,240
468,Brunei,2006,230
469,Brunei,2005,190
470,Brunei,2004,210
471,Brunei,2003,240
472,Brunei,2002,260
473,Brunei,2001,250
474,Brunei,2000,350
475,Bulgaria,2018,1600
476,Bulgaria,2017,1800
477,Bulgaria,2016,1900
478,Bulgaria,2015,2000
479,Bulgaria,2014,2300
480,Bulgaria,2013,2400
481,Bulgaria,2012,2600
482,Bulgaria,2011,2700
483,Bulgaria,2010,3000
484,Bulgaria,2009,3300
485,Bulgaria,2008,3700
486,Bulgaria,2007,3600
487,Bulgaria,2006,3900
488,Bulgaria,2005,4000
489,Bulgaria,2004,3800
490,Bulgaria,2003,4100
491,Bulgaria,2002,4200
492,Bulgaria,2001,4800
493,Bulgaria,2000,4200
494,Burkina,2018,9500
495,Burkina,2017,9500
496,Burkina,2016,9400
497,Burkina,2015,9400
498,Burkina,2014,9400
499,Burkina,2013,9200
500,Burkina,2012,9200
501,Burkina,2011,9100
502,Burkina,2010,9100
503,Burkina,2009,9000
504,Burkina,2008,8900
505,Burkina,2007,8800
506,Burkina,2006,8700
507,Burkina,2005,8600
508,Burkina,2004,8500
509,Burkina,2003,8400
510,Burkina,2002,8300
511,Burkina,2001,8200
512,Burkina,2000,8200
513,Burundi,2018,12000
514,Burundi,2017,12000
515,Burundi,2016,12000
516,Burundi,2015,12000
517,Burundi,2014,12000
518,Burundi,2013,12000
519,Burundi,2012,12000
520,Burundi,2011,12000
521,Burundi,2010,13000
522,Burundi,2009,13000
523,Burundi,2008,13000
524,Burundi,2007,13000
525,Burundi,2006,14000
526,Burundi,2005,14000
527,Burundi,2004,15000
528,Burundi,2003,16000
529,Burundi,2002,17000
530,Burundi,2001,18000
531,Burundi,2000,19000
532,Cabo,2018,250
533,Cabo,2017,310
534,Cabo,2016,310
535,Cabo,2015,340
536,Cabo,2014,340
537,Cabo,2013,380
538,Cabo,2012,520
539,Cabo,2011,470
540,Cabo,2010,440
541,Cabo,2009,410
542,Cabo,2008,420
543,Cabo,2007,340
544,Cabo,2006,330
545,Cabo,2005,370
546,Cabo,2004,370
547,Cabo,2003,400
548,Cabo,2002,240
549,Cabo,2001,360
550,Cabo,2000,350
551,Cambodia,2018,49000
552,Cambodia,2017,52000
553,Cambodia,2016,55000
554,Cambodia,2015,57000
555,Cambodia,2014,59000
556,Cambodia,2013,60000
557,Cambodia,2012,61000
558,Cambodia,2011,62000
559,Cambodia,2010,63000
560,Cambodia,2009,64000
561,Cambodia,2008,65000
562,Cambodia,2007,66000
563,Cambodia,2006,67000
564,Cambodia,2005,68000
565,Cambodia,2004,69000
566,Cambodia,2003,69000
567,Cambodia,2002,70000
568,Cambodia,2001,70000
569,Cambodia,2000,70000
570,Cameroon,2018,47000
571,Cameroon,2017,48000
572,Cameroon,2016,49000
573,Cameroon,2015,49000
574,Cameroon,2014,50000
575,Cameroon,2013,52000
576,Cameroon,2012,52000
577,Cameroon,2011,52000
578,Cameroon,2010,53000
579,Cameroon,2009,54000
580,Cameroon,2008,54000
581,Cameroon,2007,55000
582,Cameroon,2006,55000
583,Cameroon,2005,55000
584,Cameroon,2004,55000
585,Cameroon,2003,54000
586,Cameroon,2002,53000
587,Cameroon,2001,51000
588,Cameroon,2000,48000
589,Canada,2018,2100
590,Canada,2017,2100
591,Canada,2016,2000
592,Canada,2015,1900
593,Canada,2014,1800
594,Canada,2013,1900
595,Canada,2012,1900
596,Canada,2011,1600
597,Canada,2010,1600
598,Canada,2009,1800
599,Canada,2008,1800
600,Canada,2007,1700
601,Canada,2006,1800
602,Canada,2005,1800
603,Canada,2004,1800
604,Canada,2003,1900
605,Canada,2002,1900
606,Canada,2001,2000
607,Canada,2000,2000
608,Central,2018,25000
609,Central,2017,25000
610,Central,2016,25000
611,Central,2015,24000
612,Central,2014,24000
613,Central,2013,24000
614,Central,2012,24000
615,Central,2011,24000
616,Central,2010,24000
617,Central,2009,23000
618,Central,2008,23000
619,Central,2007,23000
620,Central,2006,22000
621,Central,2005,22000
622,Central,2004,21000
623,Central,2003,21000
624,Central,2002,21000
625,Central,2001,20000
626,Central,2000,20000
627,Chad,2018,22000
628,Chad,2017,21000
629,Chad,2016,21000
630,Chad,2015,20000
631,Chad,2014,20000
632,Chad,2013,19000
633,Chad,2012,19000
634,Chad,2011,18000
635,Chad,2010,18000
636,Chad,2009,17000
637,Chad,2008,17000
638,Chad,2007,16000
639,Chad,2006,16000
640,Chad,2005,15000
641,Chad,2004,15000
642,Chad,2003,14000
643,Chad,2002,14000
644,Chad,2001,13000
645,Chad,2000,13000
646,Chile,2018,3400
647,Chile,2017,3200
648,Chile,2016,2900
649,Chile,2015,3000
650,Chile,2014,2700
651,Chile,2013,2800
652,Chile,2012,2800
653,Chile,2011,2800
654,Chile,2010,2700
655,Chile,2009,2800
656,Chile,2008,2800
657,Chile,2007,2800
658,Chile,2006,2900
659,Chile,2005,2900
660,Chile,2004,3100
661,Chile,2003,2600
662,Chile,2002,2800
663,Chile,2001,3500
664,Chile,2000,3500
665,China,2018,866000
666,China,2017,884000
667,China,2016,890000
668,China,2015,912000
669,China,2014,936000
670,China,2013,968000
671,China,2012,1020000
672,China,2011,1030000
673,China,2010,1040000
674,China,2009,1100000
675,China,2008,1110000
676,China,2007,1140000
677,China,2006,1170000
678,China,2005,1210000
679,China,2004,1240000
680,China,2003,1280000
681,China,2002,1310000
682,China,2001,1350000
683,China,2000,1390000
684,Colombia,2018,16000
685,Colombia,2017,16000
686,Colombia,2016,16000
687,Colombia,2015,15000
688,Colombia,2014,15000
689,Colombia,2013,15000
690,Colombia,2012,15000
691,Colombia,2011,15000
692,Colombia,2010,14000
693,Colombia,2009,14000
694,Colombia,2008,14000
695,Colombia,2007,14000
696,Colombia,2006,14000
697,Colombia,2005,13000
698,Colombia,2004,14000
699,Colombia,2003,15000
700,Colombia,2002,14000
701,Colombia,2001,14000
702,Colombia,2000,15000
703,Comoros,2018,290
704,Comoros,2017,280
705,Comoros,2016,280
706,Comoros,2015,270
707,Comoros,2014,260
708,Comoros,2013,250
709,Comoros,2012,250
710,Comoros,2011,240
711,Comoros,2010,230
712,Comoros,2009,230
713,Comoros,2008,220
714,Comoros,2007,220
715,Comoros,2006,220
716,Comoros,2005,220
717,Comoros,2004,220
718,Comoros,2003,220
719,Comoros,2002,210
720,Comoros,2001,210
721,Comoros,2000,210
722,Congo,2018,20000
723,Congo,2017,19000
724,Congo,2016,19000
725,Congo,2015,18000
726,Congo,2014,18000
727,Congo,2013,18000
728,Congo,2012,17000
729,Congo,2011,17000
730,Congo,2010,17000
731,Congo,2009,16000
732,Congo,2008,16000
733,Congo,2007,16000
734,Congo,2006,16000
735,Congo,2005,15000
736,Congo,2004,15000
737,Congo,2003,14000
738,Congo,2002,13000
739,Congo,2001,12000
740,Congo,2000,11000
741,Cook,2018,0
742,Cook,2017,0
743,Cook,2016,2
744,Cook,2015,0
745,Cook,2014,2
746,Cook,2013,2
747,Cook,2012,1
748,Cook,2011,1
749,Cook,2010,0
750,Cook,2009,2
751,Cook,2008,2
752,Cook,2007,1
753,Cook,2006,1
754,Cook,2005,1
755,Cook,2004,1
756,Cook,2003,0
757,Cook,2002,1
758,Cook,2001,2
759,Cook,2000,1
760,Costa,2018,500
761,Costa,2017,470
762,Costa,2016,460
763,Costa,2015,530
764,Costa,2014,580
765,Costa,2013,510
766,Costa,2012,590
767,Costa,2011,640
768,Costa,2010,620
769,Costa,2009,550
770,Costa,2008,630
771,Costa,2007,690
772,Costa,2006,610
773,Costa,2005,670
774,Costa,2004,890
775,Costa,2003,680
776,Costa,2002,680
777,Costa,2001,790
778,Costa,2000,730
779,Côte,2018,36000
780,Côte,2017,36000
781,Côte,2016,36000
782,Côte,2015,37000
783,Côte,2014,37000
784,Côte,2013,38000
785,Côte,2012,38000
786,Côte,2011,39000
787,Côte,2010,40000
788,Côte,2009,41000
789,Côte,2008,43000
790,Côte,2007,45000
791,Côte,2006,47000
792,Côte,2005,49000
793,Côte,2004,52000
794,Côte,2003,54000
795,Côte,2002,57000
796,Côte,2001,59000
797,Côte,2000,60000
798,Croatia,2018,350
799,Croatia,2017,420
800,Croatia,2016,520
801,Croatia,2015,560
802,Croatia,2014,570
803,Croatia,2013,590
804,Croatia,2012,620
805,Croatia,2011,710
806,Croatia,2010,790
807,Croatia,2009,960
808,Croatia,2008,1100
809,Croatia,2007,1100
810,Croatia,2006,1200
811,Croatia,2005,1200
812,Croatia,2004,1300
813,Croatia,2003,1600
814,Croatia,2002,1700
815,Croatia,2001,1600
816,Croatia,2000,1900
817,Cuba,2018,820
818,Cuba,2017,820
819,Cuba,2016,780
820,Cuba,2015,800
821,Cuba,2014,840
822,Cuba,2013,870
823,Cuba,2012,840
824,Cuba,2011,930
825,Cuba,2010,950
826,Cuba,2009,820
827,Cuba,2008,940
828,Cuba,2007,880
829,Cuba,2006,880
830,Cuba,2005,890
831,Cuba,2004,900
832,Cuba,2003,970
833,Cuba,2002,1000
834,Cuba,2001,1100
835,Cuba,2000,1400
836,Cyprus,2018,65
837,Cyprus,2017,60
838,Cyprus,2016,66
839,Cyprus,2015,72
840,Cyprus,2014,45
841,Cyprus,2013,47
842,Cyprus,2012,72
843,Cyprus,2011,59
844,Cyprus,2010,70
845,Cyprus,2009,59
846,Cyprus,2008,55
847,Cyprus,2007,47
848,Cyprus,2006,41
849,Cyprus,2005,39
850,Cyprus,2004,34
851,Cyprus,2003,40
852,Cyprus,2002,23
853,Cyprus,2001,46
854,Cyprus,2000,38
855,Czechia,2018,580
856,Czechia,2017,570
857,Czechia,2016,590
858,Czechia,2015,580
859,Czechia,2014,550
860,Czechia,2013,540
861,Czechia,2012,650
862,Czechia,2011,650
863,Czechia,2010,710
864,Czechia,2009,730
865,Czechia,2008,930
866,Czechia,2007,910
867,Czechia,2006,1100
868,Czechia,2005,1100
869,Czechia,2004,1200
870,Czechia,2003,1300
871,Czechia,2002,1300
872,Czechia,2001,1500
873,Czechia,2000,1600
874,Democratic,2018,131000
875,Democratic,2017,130000
876,Democratic,2016,130000
877,Democratic,2015,129000
878,Democratic,2014,128000
879,Democratic,2013,128000
880,Democratic,2012,127000
881,Democratic,2011,127000
882,Democratic,2010,126000
883,Democratic,2009,125000
884,Democratic,2008,125000
885,Democratic,2007,124000
886,Democratic,2006,123000
887,Democratic,2005,123000
888,Democratic,2004,122000
889,Democratic,2003,121000
890,Democratic,2002,120000
891,Democratic,2001,119000
892,Democratic,2000,118000
893,Democratic,2018,270000
894,Democratic,2017,262000
895,Democratic,2016,254000
896,Democratic,2015,247000
897,Democratic,2014,240000
898,Democratic,2013,233000
899,Democratic,2012,226000
900,Democratic,2011,218000
901,Democratic,2010,211000
902,Democratic,2009,204000
903,Democratic,2008,198000
904,Democratic,2007,191000
905,Democratic,2006,185000
906,Democratic,2005,179000
907,Democratic,2004,173000
908,Democratic,2003,168000
909,Democratic,2002,163000
910,Democratic,2001,158000
911,Democratic,2000,154000
912,Denmark,2018,310
913,Denmark,2017,290
914,Denmark,2016,340
915,Denmark,2015,370
916,Denmark,2014,340
917,Denmark,2013,380
918,Denmark,2012,390
919,Denmark,2011,410
920,Denmark,2010,380
921,Denmark,2009,340
922,Denmark,2008,380
923,Denmark,2007,410
924,Denmark,2006,390
925,Denmark,2005,450
926,Denmark,2004,410
927,Denmark,2003,450
928,Denmark,2002,460
929,Denmark,2001,570
930,Denmark,2000,680
931,Djibouti,2018,2500
932,Djibouti,2017,2600
933,Djibouti,2016,3200
934,Djibouti,2015,3400
935,Djibouti,2014,3000
936,Djibouti,2013,4000
937,Djibouti,2012,4300
938,Djibouti,2011,4600
939,Djibouti,2010,5200
940,Djibouti,2009,4700
941,Djibouti,2008,4600
942,Djibouti,2007,4000
943,Djibouti,2006,3800
944,Djibouti,2005,3900
945,Djibouti,2004,3700
946,Djibouti,2003,4000
947,Djibouti,2002,4000
948,Djibouti,2001,5200
949,Djibouti,2000,5000
950,Dominica,2018,5
951,Dominica,2017,1
952,Dominica,2016,6
953,Dominica,2015,8
954,Dominica,2014,1
955,Dominica,2013,3
956,Dominica,2012,8
957,Dominica,2011,2
958,Dominica,2010,9
959,Dominica,2009,5
960,Dominica,2008,15
961,Dominica,2007,3
962,Dominica,2006,22
963,Dominica,2005,8
964,Dominica,2004,7
965,Dominica,2003,7
966,Dominica,2002,2
967,Dominica,2001,5
968,Dominica,2000,4
969,Dominican,2018,4800
970,Dominican,2017,4800
971,Dominican,2016,5300
972,Dominican,2015,5600
973,Dominican,2014,5500
974,Dominican,2013,5600
975,Dominican,2012,5300
976,Dominican,2011,5400
977,Dominican,2010,5000
978,Dominican,2009,5300
979,Dominican,2008,5300
980,Dominican,2007,5200
981,Dominican,2006,5700
982,Dominican,2005,6300
983,Dominican,2004,5700
984,Dominican,2003,6000
985,Dominican,2002,5100
986,Dominican,2001,6000
987,Dominican,2000,6600
988,Ecuador,2018,7400
989,Ecuador,2017,7200
990,Ecuador,2016,6600
991,Ecuador,2015,6400
992,Ecuador,2014,6400
993,Ecuador,2013,6600
994,Ecuador,2012,6800
995,Ecuador,2011,6400
996,Ecuador,2010,6000
997,Ecuador,2009,5900
998,Ecuador,2008,6100
999,Ecuador,2007,6100
1000,Ecuador,2006,5700
1001,Ecuador,2005,5500
1002,Ecuador,2004,7900
1003,Ecuador,2003,8500
1004,Ecuador,2002,7300
1005,Ecuador,2001,7500
1006,Ecuador,2000,8600
1007,Egypt,2018,12000
1008,Egypt,2017,13000
1009,Egypt,2016,13000
1010,Egypt,2015,13000
1011,Egypt,2014,13000
1012,Egypt,2013,14000
1013,Egypt,2012,15000
1014,Egypt,2011,15000
1015,Egypt,2010,15000
1016,Egypt,2009,15000
1017,Egypt,2008,15000
1018,Egypt,2007,16000
1019,Egypt,2006,16000
1020,Egypt,2005,16000
1021,Egypt,2004,16000
1022,Egypt,2003,17000
1023,Egypt,2002,17000
1024,Egypt,2001,17000
1025,Egypt,2000,18000
1026,El,2018,4500
1027,El,2017,4600
1028,El,2016,3800
1029,El,2015,3100
1030,El,2014,2800
1031,El,2013,2700
1032,El,2012,2600
1033,El,2011,2400
1034,El,2010,2100
1035,El,2009,2100
1036,El,2008,2100
1037,El,2007,2100
1038,El,2006,2100
1039,El,2005,2200
1040,El,2004,1800
1041,El,2003,1700
1042,El,2002,1900
1043,El,2001,1800
1044,El,2000,1900
1045,Equatorial,2018,2600
1046,Equatorial,2017,2400
1047,Equatorial,2016,2200
1048,Equatorial,2015,2000
1049,Equatorial,2014,1800
1050,Equatorial,2013,1600
1051,Equatorial,2012,1500
1052,Equatorial,2011,1300
1053,Equatorial,2010,1200
1054,Equatorial,2009,1100
1055,Equatorial,2008,1000
1056,Equatorial,2007,930
1057,Equatorial,2006,860
1058,Equatorial,2005,800
1059,Equatorial,2004,750
1060,Equatorial,2003,700
1061,Equatorial,2002,660
1062,Equatorial,2001,620
1063,Equatorial,2000,580
1064,Eritrea,2018,3100
1065,Eritrea,2017,3400
1066,Eritrea,2016,3700
1067,Eritrea,2015,3400
1068,Eritrea,2014,3900
1069,Eritrea,2013,4700
1070,Eritrea,2012,5200
1071,Eritrea,2011,5000
1072,Eritrea,2010,4700
1073,Eritrea,2009,4800
1074,Eritrea,2008,4900
1075,Eritrea,2007,6000
1076,Eritrea,2006,5000
1077,Eritrea,2005,5900
1078,Eritrea,2004,7000
1079,Eritrea,2003,7800
1080,Eritrea,2002,4300
1081,Eritrea,2001,4200
1082,Eritrea,2000,4100
1083,Estonia,2018,170
1084,Estonia,2017,200
1085,Estonia,2016,220
1086,Estonia,2015,240
1087,Estonia,2014,270
1088,Estonia,2013,300
1089,Estonia,2012,300
1090,Estonia,2011,340
1091,Estonia,2010,330
1092,Estonia,2009,410
1093,Estonia,2008,460
